,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
5548,MN193776,"Equid alphaherpesvirus 1 isolate PL_2017_VIII DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5549,MN193775,"Equid alphaherpesvirus 1 isolate PL_2017_VII DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5550,MN193774,"Equid alphaherpesvirus 1 isolate PL_2017_VI DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5551,MN193773,"Equid alphaherpesvirus 1 isolate PL_2017_V DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5552,MN193772,"Equid alphaherpesvirus 1 isolate PL_2017_IV DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5553,MN193771,"Equid alphaherpesvirus 1 isolate PL_2017_III DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5554,MN193770,"Equid alphaherpesvirus 1 isolate PL_2017_II DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5555,MN193769,"Equid alphaherpesvirus 1 isolate PL_2017_I DNA polymerase (ORF30) gene, partial cds",360,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Feb-2017
5556,MN193768,"Equid alphaherpesvirus 1 isolate PL_2017_IX membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5557,MN193767,"Equid alphaherpesvirus 1 isolate PL_2017_VIII membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5558,MN193766,"Equid alphaherpesvirus 1 isolate PL_2017_VII membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5559,MN193765,"Equid alphaherpesvirus 1 isolate PL_2017_VI membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5560,MN193764,"Equid alphaherpesvirus 1 isolate PL_2017_V membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5561,MN193763,"Equid alphaherpesvirus 1 isolate PL_2017_IV membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5562,MN193762,"Equid alphaherpesvirus 1 isolate PL_2017_III membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5563,MN193761,"Equid alphaherpesvirus 1 isolate PL_2017_II membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Mar-2017
5564,MN193760,"Equid alphaherpesvirus 1 isolate PL_2017_I membrane protein (ORF68) gene, partial cds",737,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Outbreak of equine herpesvirus type 1 abortions at the Arabian stud in Poland,11-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Poland,taxon:10326,,Feb-2017
5565,MN199096,"Equid alphaherpesvirus 1 isolate El Zahraa glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt: El Zahraa,taxon:10326,,Mar-2018
5566,MN199095,"Equid alphaherpesvirus 1 isolate Miamin glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt: El Zahraa,taxon:10326,,Jan-2017
5567,MN199094,"Equid alphaherpesvirus 1 isolate Maria glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt: Giza,taxon:10326,,Jan-2017
5568,MN199093,"Equid alphaherpesvirus 1 isolate Khatab glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt,taxon:10326,,Jun-2017
5569,MN197467,"Equid alphaherpesvirus 1 isolate Fela glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Molecular Detection of Equine Herpesvirus in Arabian horse,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt: Giza,taxon:10326,,Dec-2017
5570,MN149617,"Equid alphaherpesvirus 1 isolate Bakinam_1 glycoprotein B gene, partial cds",573,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Molecular Detection of Equine Herpesvirus in Arabian Horse,02-FEB-2020,Equid alphaherpesvirus 1,genomic DNA,,horse,Egypt: Cairo,taxon:10326,,Aug-2016
5571,LY706067,KR 1020190053927-A/20: NEW EHV INSERTION SITE ORF70,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5572,LY706066,KR 1020190053927-A/19: NEW EHV INSERTION SITE ORF70,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5573,LY706065,KR 1020190053927-A/18: NEW EHV INSERTION SITE ORF70,144,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5574,LY706064,KR 1020190053927-A/17: NEW EHV INSERTION SITE ORF70,283,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5575,LY706063,KR 1020190053927-A/16: NEW EHV INSERTION SITE ORF70,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5576,LY706062,KR 1020190053927-A/15: NEW EHV INSERTION SITE ORF70,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5577,LY706061,KR 1020190053927-A/14: NEW EHV INSERTION SITE ORF70,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5578,LY706060,KR 1020190053927-A/13: NEW EHV INSERTION SITE ORF70,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW EHV INSERTION SITE ORF70,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5579,LY706035,KR 1020190052705-A/20: NEW PROMOTERS,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5580,LY706034,KR 1020190052705-A/19: NEW PROMOTERS,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5581,LY706033,KR 1020190052705-A/18: NEW PROMOTERS,144,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5582,LY706032,KR 1020190052705-A/17: NEW PROMOTERS,283,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5583,LY706031,KR 1020190052705-A/16: NEW PROMOTERS,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5584,LY706030,KR 1020190052705-A/15: NEW PROMOTERS,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5585,LY706029,KR 1020190052705-A/14: NEW PROMOTERS,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5586,LY706028,KR 1020190052705-A/13: NEW PROMOTERS,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW PROMOTERS,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5587,LY705966,KR 1020190054135-A/20: NEW SWINE INFLUENZA VACCINE,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5588,LY705965,KR 1020190054135-A/19: NEW SWINE INFLUENZA VACCINE,801,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5589,LY705964,KR 1020190054135-A/18: NEW SWINE INFLUENZA VACCINE,144,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5590,LY705963,KR 1020190054135-A/17: NEW SWINE INFLUENZA VACCINE,283,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5591,LY705962,KR 1020190054135-A/16: NEW SWINE INFLUENZA VACCINE,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5592,LY705961,KR 1020190054135-A/15: NEW SWINE INFLUENZA VACCINE,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5593,LY705960,KR 1020190054135-A/14: NEW SWINE INFLUENZA VACCINE,431,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5594,LY705959,KR 1020190054135-A/13: NEW SWINE INFLUENZA VACCINE,417,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,NEW SWINE INFLUENZA VACCINE,04-DEC-2019,Equid alphaherpesvirus 1,unassigned DNA,,,,taxon:10326,,
5595,MN226990,"Equid alphaherpesvirus 1 isolate IT19m10 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2019
5596,MN226989,"Equid alphaherpesvirus 1 isolate IT18m30 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2018
5597,MN226988,"Equid alphaherpesvirus 1 isolate IT09m209 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2009
5598,MN226987,"Equid alphaherpesvirus 1 isolate IT09m142 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2009
5599,MN226986,"Equid alphaherpesvirus 1 isolate IT09m45 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2009
5600,MN226985,"Equid alphaherpesvirus 1 isolate IT08m27 virion protein US2 (ORF68) gene, partial cds",615,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,Direct Submission,01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2008
5601,MN226984,"Equid alphaherpesvirus 1 isolate IT19m05 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2019
5602,MN226983,"Equid alphaherpesvirus 1 isolate IT19m04 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2019
5603,MN226982,"Equid alphaherpesvirus 1 isolate IT18m30 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2018
5604,MN226981,"Equid alphaherpesvirus 1 isolate IT17m15 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2017
5605,MN226980,"Equid alphaherpesvirus 1 isolate IT17m13 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2017
5606,MN226979,"Equid alphaherpesvirus 1 isolate IT10m106 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2010
5607,MN226978,"Equid alphaherpesvirus 1 isolate IT09m217 protein V32 (ORF34) gene, partial cds",480,Equid alphaherpesvirus 1,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Varicellovirus; Varicellovirus equidalpha1,"Evaluation of the variability of ORF34 and of ORF 30, ORF33 and ORF68 Genes in Italian Equid alphaherpesvirus 1 Infecting Horses",01-OCT-2019,Equid alphaherpesvirus 1,genomic DNA,,horse,Italy,taxon:10326,,2009
