,accession,seq_definition,seq_length,GBSeq_organism,GBSeq_taxonomy,GBReference_title,Submission_Date,organism,mol_type,strain,host,country,db_xref,segment,collection_date
5152,MT707721,"Parechovirus A strain 15780-Japan VP1 gene, partial cds",723,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15780-Japan,Homo sapiens,Japan,taxon:1803956,,10-Nov-2017
5153,MT707720,"Parechovirus A strain 15904-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15904-Japan,Homo sapiens,Japan,taxon:1803956,,07-Aug-2017
5154,MT707719,"Parechovirus A strain 15901-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15901-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2017
5155,MT707718,"Parechovirus A strain 15397-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15397-Japan,Homo sapiens,Japan,taxon:1803956,,26-Dec-2016
5156,MT707717,"Parechovirus A strain 14816-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14816-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5157,MT707716,"Parechovirus A strain 14809-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14809-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5158,MT707715,"Parechovirus A strain 14794-Japan VP1 gene, partial cds",738,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14794-Japan,Homo sapiens,Japan,taxon:1803956,,21-Nov-2016
5159,MT707714,"Parechovirus A strain 16588-Japan VP1 gene, partial cds",717,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,16588-Japan,Homo sapiens,Japan,taxon:1803956,,29-May-2018
5160,MT707713,"Parechovirus A strain 15467-Japan VP1 gene, partial cds",717,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15467-Japan,Homo sapiens,Japan,taxon:1803956,,16-Dec-2016
5161,MT707712,"Parechovirus A strain 15456-Japan VP1 gene, partial cds",717,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15456-Japan,Homo sapiens,Japan,taxon:1803956,,30-Nov-2016
5162,MT707711,"Parechovirus A strain 14808-Japan VP1 gene, partial cds",717,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14808-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5163,MT707710,"Parechovirus A strain 15918-Japan VP1 gene, partial cds",681,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15918-Japan,Homo sapiens,Japan,taxon:1803956,,28-Aug-2017
5164,MT707709,"Parechovirus A strain 15912-Japan VP1 gene, partial cds",681,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15912-Japan,Homo sapiens,Japan,taxon:1803956,,21-Aug-2017
5165,MT707708,"Parechovirus A strain 17137-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,17137-Japan,Homo sapiens,Japan,taxon:1803956,,20-Dec-2018
5166,MT707707,"Parechovirus A strain 17098-Japan VP1 gene, partial cds",744,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,17098-Japan,Homo sapiens,Japan,taxon:1803956,,09-Jun-2018
5167,MT707706,"Parechovirus A strain 16478-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,16478-Japan,Homo sapiens,Japan,taxon:1803956,,30-May-2018
5168,MT707705,"Parechovirus A strain 15903-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15903-Japan,Homo sapiens,Japan,taxon:1803956,,05-Aug-2017
5169,MT707704,"Parechovirus A strain 15900-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15900-Japan,Homo sapiens,Japan,taxon:1803956,,27-Jul-2017
5170,MT707703,"Parechovirus A strain 15887-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15887-Japan,Homo sapiens,Japan,taxon:1803956,,28-Nov-2017
5171,MT707702,"Parechovirus A strain 15876-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15876-Japan,Homo sapiens,Japan,taxon:1803956,,15-Dec-2017
5172,MT707701,"Parechovirus A strain 15846-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15846-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2017
5173,MT707700,"Parechovirus A strain 15845-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15845-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2017
5174,MT707699,"Parechovirus A strain 15844-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15844-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2017
5175,MT707698,"Parechovirus A strain 15843-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15843-Japan,Homo sapiens,Japan,taxon:1803956,,25-Jul-2017
5176,MT707697,"Parechovirus A strain 15748-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15748-Japan,Homo sapiens,Japan,taxon:1803956,,04-Aug-2017
5177,MT707696,"Parechovirus A strain 15744-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15744-Japan,Homo sapiens,Japan,taxon:1803956,,25-Jul-2017
5178,MT707695,"Parechovirus A strain 15742-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15742-Japan,Homo sapiens,Japan,taxon:1803956,,22-Jul-2017
5179,MT707694,"Parechovirus A strain 15725-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15725-Japan,Homo sapiens,Japan,taxon:1803956,,28-Aug-2017
5180,MT707693,"Parechovirus A strain 15708-Japan VP1 gene, partial cds",708,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,15708-Japan,Homo sapiens,Japan,taxon:1803956,,30-Aug-2017
5181,MT707692,"Parechovirus A strain 14915-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14915-Japan,Homo sapiens,Japan,taxon:1803956,,01-Oct-2016
5182,MT707691,"Parechovirus A strain 14905-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14905-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5183,MT707690,"Parechovirus A strain 14904-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14904-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5184,MT707689,"Parechovirus A strain 14898-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14898-Japan,Homo sapiens,Japan,taxon:1803956,,01-Jul-2016
5185,MT707688,"Parechovirus A strain 14895-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14895-Japan,Homo sapiens,Japan,taxon:1803956,,01-Jul-2016
5186,MT707687,"Parechovirus A strain 14813-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14813-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5187,MT707686,"Parechovirus A strain 14811-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14811-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5188,MT707685,"Parechovirus A strain 14810-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14810-Japan,Homo sapiens,Japan,taxon:1803956,,01-Aug-2016
5189,MT707684,"Parechovirus A strain 14765-Japan VP1 gene, partial cds",735,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,11-JUL-2021,Parechovirus A,genomic RNA,14765-Japan,Homo sapiens,Japan,taxon:1803956,,09-Aug-2016
5190,MT701559,"Parechovirus A isolate 16488 VP1 gene, partial cds",444,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,27-Jun-2018
5191,MT701558,"Parechovirus A isolate 15949 VP1 gene, partial cds",444,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,14-Dec-2017
5192,MT701557,"Parechovirus A isolate 15865 VP1 gene, partial cds",444,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,08-Nov-2017
5193,MT701556,"Parechovirus A isolate 15142 VP1 gene, partial cds",444,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Nov-2016
5194,MT701555,"Parechovirus A isolate 14795 VP1 gene, partial cds",444,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,21-Nov-2016
5195,MT701554,"Parechovirus A isolate 14828 VP1 gene, partial cds",433,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Oct-2016
5196,MT701553,"Parechovirus A isolate 14819 VP1 gene, partial cds",433,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Sep-2016
5197,MT701552,"Parechovirus A isolate 15916 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,24-Aug-2017
5198,MT701551,"Parechovirus A isolate 15861 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,25-Oct-2017
5199,MT701550,"Parechovirus A isolate 15855 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,02-Oct-2017
5200,MT701549,"Parechovirus A isolate 15848 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,28-Aug-2017
5201,MT701548,"Parechovirus A isolate 15792 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,08-Sep-2017
5202,MT701547,"Parechovirus A isolate 15790 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,07-Sep-2017
5203,MT701546,"Parechovirus A isolate 15787 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,28-Aug-2017
5204,MT701545,"Parechovirus A isolate 15769 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Oct-2017
5205,MT701544,"Parechovirus A isolate 15707 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,29-Aug-2017
5206,MT701543,"Parechovirus A isolate 15699 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,24-Jul-2017
5207,MT701542,"Parechovirus A isolate 15459 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,09-Dec-2016
5208,MT701541,"Parechovirus A isolate 15343 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,18-Jan-2017
5209,MT701540,"Parechovirus A isolate 15340 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,24-Aug-2016
5210,MT701539,"Parechovirus A isolate 15170 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,22-Dec-2016
5211,MT701538,"Parechovirus A isolate 15163 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,08-Dec-2016
5212,MT701537,"Parechovirus A isolate 15160 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,24-Nov-2016
5213,MT701536,"Parechovirus A isolate 15158 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,02-Nov-2016
5214,MT701535,"Parechovirus A isolate 15141 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Nov-2016
5215,MT701534,"Parechovirus A isolate 14912 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Sep-2016
5216,MT701533,"Parechovirus A isolate 14910 VP1 gene, partial cds",438,Parechovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus,Genetic diversity of Parechovirus A in infants and children with acute gastroenteritis in Japan during 2016-2018,12-JUN-2021,Parechovirus A,genomic RNA,,Homo sapiens,Japan,taxon:1803956,,01-Sep-2016
